Year;RSCI;RSCI_TransposedTo60;RSCIRegion;Player;Draft;Drafted;PreDraftExperience;PickNumber;PickType;College;Team;StartYearNBA;EndYearNBA;YearsInTheLeague;WS;WSPerYear;PlayerLevel;DummyExpectedLevelPosition;OverUnderDraftedRating;RankDifferencesRSCIPick60Scale;RankAdjustementAbsolute
1998;79;47,4;3;David Hamilton ; ;0;6; ;5;Auburn University; ; ; ; ; ; ; ; ; ; ; 
1998;60;36;2;De Angelo McDaniel ; ;0;6; ;5;University of Tulsa; ; ; ; ; ; ; ; ; ; ; 
1998;92;55,2;4;Dennis Gates ; ;0;6; ;5;University of California; ; ; ; ; ; ; ; ; ; ; 
1998;97;58,2;4;Dennis Nathan ; ;0;6; ;5;California State University, Fresno; ; ; ; ; ; ; ; ; ; ; 
1998;61;36,6;3;Desmond Allison ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
1998;73;43,8;3;Desmond Herod ; ;0;6; ;5;Seton Hall University; ; ; ; ; ; ; ; ; ; ; 
1998;96;57,6;4;Donte Smith ; ;0;6; ;5;University of California; ; ; ; ; ; ; ; ; ; ; 
1998;51;30,6;2;Eugene Land ; ;0;6; ;5;University of Cincinnati; ; ; ; ; ; ; ; ; ; ; 
1998;46;27,6;2;Fred Primus ; ;0;6; ;5;East Carolina University; ; ; ; ; ; ; ; ; ; ; 
1998;77;46,2;3;J.R. Vanhoose ; ;0;6; ;5;Marshall University; ; ; ; ; ; ; ; ; ; ; 
1998;7;4,2;0;JaRon Rush ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
1998;10;6;0;Jason Capel ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
1998;40;24;1;Jeff Boschee ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
1998;94;56,4;4;Jermaine Williams ; ;0;6; ;5;Louisiana State University; ; ; ; ; ; ; ; ; ; ; 
1998;45;27;2;Joey Range ; ;0;6; ;5;University of Iowa; ; ; ; ; ; ; ; ; ; ; 
1998;48;28,8;2;Jose Winston ; ;0;6; ;5;University of Colorado; ; ; ; ; ; ; ; ; ; ; 
1998;31;18,6;1;Jules Camara ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
1998;65;39;3;Keith Bean ; ;0;6; ;5;Texas A&M University; ; ; ; ; ; ; ; ; ; ; 
1998;59;35,4;2;Kevin Braswell ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
1998;14;8,4;0;Kevin Lyde ; ;0;6; ;5;Temple University; ; ; ; ; ; ; ; ; ; ; 
1998;22;13,2;1;Kris Lang ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
1998;81;48,6;4;Kueth Duany ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
1998;95;57;4;Kyle Hornsby ; ;0;6; ;5;Indiana University; ; ; ; ; ; ; ; ; ; ; 
1998;53;31,8;2;Ladarius Halton ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
1998;24;14,4;1;Lance Williams ; ;0;6; ;5;DePaul University; ; ; ; ; ; ; ; ; ; ; 
1998;28;16,8;1;Lloyd Price ; ;0;6; ;5;Xavier University; ; ; ; ; ; ; ; ; ; ; 
1998;69;41,4;3;Louis Truscott ; ;0;6; ;5;University of Houston; ; ; ; ; ; ; ; ; ; ; 
1998;93;55,8;4;Mack McGadney ; ;0;6; ;5;Auburn University; ; ; ; ; ; ; ; ; ; ; 
1998;88;52,8;4;Marqus Ledoux ; ;0;6; ;5;University of Tulsa; ; ; ; ; ; ; ; ; ; ; 
1998;30;18;1;Michael Wright ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
1998;44;26,4;2;Paris London ; ;0;6; ;5;Arkansas State University; ; ; ; ; ; ; ; ; ; ; 
1998;16;9,6;0;Ray Young ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
1998;67;40,2;3;Rick Anderson ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
1998;33;19,8;1;Robert Jackson ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
1998;6;3,6;0;Ronald Curry ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
1998;43;25,8;2;Ruben Douglas ; ;0;6; ;5;University of New Mexico; ; ; ; ; ; ; ; ; ; ; 
1998;49;29,4;2;Sam Clancy ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
1998;98;58,8;4;Sam Haginas ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
1998;78;46,8;3;Schea Cotton ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
1998;74;44,4;3;Scott Clark; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
1998;83;49,8;4;Steve Bynes; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
1998;20;12;0;Teddy Dupay ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
1998;56;33,6;2;Tony Akins ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
1998;39;23,4;1;Tony Bland ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
1998;42;25,2;2;Tony Kitchings ; ;0;6; ;5;University of South Carolina; ; ; ; ; ; ; ; ; ; ; 
1998;82;49,2;4;Traves Wilson ; ;0;6; ;5;Illinois State University; ; ; ; ; ; ; ; ; ; ; 
1998;41;24,6;2;Travis Robinson ; ;0;6; ;5;Jacksonville University; ; ; ; ; ; ; ; ; ; ; 
1998;86;51,6;4;Tyrus Boswell ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
1999;80;48;3;Jamario Moon; ;0;6; ;5;Meridian Community College; ;2008;2012;5;14,3;2,86;2; ; ; ; 
1999;84;50,4;4;Marquis Daniels ; ;0;6; ;5;Auburn University; ;2004;2013;10;16,5;1,65;2; ; ; ; 
1999;40;24;1;Matt Carroll ; ;0;6; ;5;University of Notre Dame; ;2004;2013;10;10,7;1,07;2; ; ; ; 
1999;11;6,6;0;Damien Wilkins ; ;0;6; ;5;University of Georgia; ;2005;2018;14;12,1;,864285714285714;1; ; ; ; 
1999;69;41,4;3;Ronald Dupree ; ;0;6; ;5;Louisiana State University; ;2004;2011;8;1,9;,2375;1; ; ; ; 
1999;57;34,2;2;Tony Bobbitt ; ;0;6; ;5;University of Cincinnati; ;2005;2005;1;0;0;1; ; ; ; 
1999;67;40,2;3;Doug Wrenn ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
1999;15;9;0;Jason Parker ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
1999;70;42;3;Ronald Blackshear ; ;0;6; ;5;Marshall University; ; ; ; ; ; ; ; ; ; ; 
1999;88;52,8;4;Adam Wolfe ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
1999;68;40,8;3;Aloysius Anagonye ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
1999;56;33,6;2;Andrew Sullivan ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
1999;44;26,4;2;Antonio Falu ; ;0;6; ;5;Valparaiso University; ; ; ; ; ; ; ; ; ; ; 
1999;58;34,8;2;Bernard King ; ;0;6; ;5;Texas A&M University; ; ; ; ; ; ; ; ; ; ; 
1999;48;28,8;2;Brent Darby ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
1999;7;4,2;0;Brett Nelson ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
1999;71;42,6;3;Brian Jackson ; ;0;6; ;5;Oregon State University; ; ; ; ; ; ; ; ; ; ; 
1999;50;30;2;Brian Wethers ; ;0;6; ;5;University of California; ; ; ; ; ; ; ; ; ; ; 
1999;65;39;3;Brian Woodward ; ;0;6; ;5;University of Rhode Island; ; ; ; ; ; ; ; ; ; ; 
1999;82;49,2;4;Carlton Baker; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
1999;16;9,6;0;Casey Sanders ; ;0;6; ;5;Duke University; ; ; ; ; ; ; ; ; ; ; 
1999;95;57;4;Chris Monroe ; ;0;6; ;5;George Washington University; ; ; ; ; ; ; ; ; ; ; 
1999;35;21;1;Chuck Eidson ; ;0;6; ;5;University of South Carolina; ; ; ; ; ; ; ; ; ; ; 
1999;81;48,6;4;Cliff Crawford ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
1999;74;44,4;3;Courtland Freeman ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
1999;98;58,8;4;Demetrius Hunter ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
1999;43;25,8;2;Derrick Payne; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
1999;46;27,6;2;DeShaun Williams ; ;0;6; ;5;Iona College; ; ; ; ; ; ; ; ; ; ; 
1999;31;18,6;1;Donnell Knight ; ;0;6; ;5;Arizona State University; ; ; ; ; ; ; ; ; ; ; 
1999;66;39,6;3;Erwin Dudley ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
1999;60;36;2;Ezra Williams ; ;0;6; ;5;University of Georgia; ; ; ; ; ; ; ; ; ; ; 
1999;72;43,2;3;George Leach ; ;0;6; ;5;Indiana University; ; ; ; ; ; ; ; ; ; ; 
1999;30;18;1;George Williams ; ;0;6; ;5;University of Houston; ; ; ; ; ; ; ; ; ; ; 
1999;99;59,4;4;Greg Morton ; ;0;6; ;5;Seton Hall University; ; ; ; ; ; ; ; ; ; ; 
1999;53;31,8;2;Hollis Price ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
1999;91;54,6;4;Jarrett Hart ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
1999;18;10,8;0;Jason Gardner ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
1999;87;52,2;4;John Stewart; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
1999;83;49,8;4;Jon Higgins ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
1999;78;46,8;3;Jon Oden ; ;0;6; ;5;DePaul University; ; ; ; ; ; ; ; ; ; ; 
1999;54;32,4;2;Josh Moore ; ;0;6; ;5;University of Michigan; ; ; ; ; ; ; ; ; ; ; 
1999;93;55,8;4;Julian Swartz ; ;0;6; ;5;University of Wisconsin; ; ; ; ; ; ; ; ; ; ; 
1999;73;43,8;3;Justin Davis ; ;0;6; ;5;Stanford University; ; ; ; ; ; ; ; ; ; ; 
1999;52;31,2;2;Kenny Walker ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
1999;24;14,4;1;Kevin Gaines ; ;0;6; ;5;University of Houston; ; ; ; ; ; ; ; ; ; ; 
1999;6;3,6;0;LaVell Blanchard ; ;0;6; ;5;University of Michigan; ; ; ; ; ; ; ; ; ; ; 
1999;23;13,8;1;Majestic Mapp ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
1999;45;27;2;Marcus Cox ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
1999;90;54;4;Marque Perry ; ;0;6; ;5;Saint Louis University; ; ; ; ; ; ; ; ; ; ; 
1999;92;55,2;4;Marquis Estill ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
1999;33;19,8;1;Marshall Williams ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
1999;5;3;0;Marvin Stone ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
1999;49;29,4;2;Mike Bauer ; ;0;6; ;5;University of Minnesota; ; ; ; ; ; ; ; ; ; ; 
1999;89;53,4;4;Nate Hair ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
1999;94;56,4;4;Rafael Berumen ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
1999;79;47,4;3;Ray Henderson ; ;0;6; ;5;Clemson University; ; ; ; ; ; ; ; ; ; ; 
1999;75;45;3;Ricky Wright ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
1999;27;16,2;1;Rod Grizzard ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
1999;51;30,6;2;Ron Slay ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
1999;85;51;4;Shawnson Johnson ; ;0;6; ;5;University of North Texas; ; ; ; ; ; ; ; ; ; ; 
1999;64;38,4;3;Stephane Pelle ; ;0;6; ;5;University of Colorado; ; ; ; ; ; ; ; ; ; ; 
1999;76;45,6;3;Tahj Holden ; ;0;6; ;5;University of Maryland; ; ; ; ; ; ; ; ; ; ; 
1999;41;24,6;2;Todd Billet ; ;0;6; ;5;Rutgers University; ; ; ; ; ; ; ; ; ; ; 
1999;32;19,2;1;Tony Robertson ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
1999;28;16,8;1;Travis Watson ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
1999;97;58,2;4;Wesley Wilson ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
1999;86;51,6;4;Zach Johnson ; ;0;6; ;5;Louisiana Tech University; ; ; ; ; ; ; ; ; ; ; 
2000;15;9;0;Andre Barrett ; ;0;6; ;5;Seton Hall University; ;2005;2008;4;,4;,1;1; ; ; ; 
2000;11;6,6;0;Andre Brown ; ;0;6; ;5;DePaul University; ;2007;2009;3;,3;,1;1; ; ; ; 
2000;29;17,4;1;Desmon Farmer ; ;0;6; ;5;University of Southern California; ;2007;2009;3;0;0;1; ; ; ; 
2000;37;22,2;1;Ivan McFarlin ; ;0;6; ;5;Oklahoma State University; ;2007;2007;1;,1;,1;1; ; ; ; 
2000;66;39,6;3;James Thomas ; ;0;6; ;5;University of Texas at Austin; ;2005;2006;2;,4;,2;1; ; ; ; 
2000;41;24,6;2;Jared Reiner ; ;0;6; ;5;University of Iowa; ;2005;2007;3;-,2;-,0666666666666667;0; ; ; ; 
2000;42;25,2;2;Jason Parker ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
2000;81;48,6;4;Julian Sensley ; ;0;6; ;5;University of Hawaii; ; ; ; ; ; ; ; ; ; ; 
2000;88;52,8;4;Taurance Johnson ; ;0;6; ;5;Florida International University; ; ; ; ; ; ; ; ; ; ; 
2000;56;33,6;2;A.J. Moye ; ;0;6; ;5;Indiana University; ; ; ; ; ; ; ; ; ; ; 
2000;17;10,2;0;Abdou Diame ; ;0;6; ;5;Jacksonville State University; ; ; ; ; ; ; ; ; ; ; 
2000;33;19,8;1;Adam Boone ; ;0;6; ;5;University of Minnesota; ; ; ; ; ; ; ; ; ; ; 
2000;72;43,2;3;Andrew Zahn ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2000;84;50,4;4;Antonio Hargrove; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2000;43;25,8;2;Arthur Johnson ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2000;64;38,4;3;Avery Queen ; ;0;6; ;5;University of Michigan; ; ; ; ; ; ; ; ; ; ; 
2000;96;57,6;4;Barry Thompson ; ;0;6; ;5;Louisiana Tech University; ; ; ; ; ; ; ; ; ; ; 
2000;75;45;3;Billy Richmond ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2000;49;29,4;2;Brandon Brooks ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2000;86;51,6;4;Brandon Crump ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2000;50;30;2;Brandon Mouton ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2000;51;30,6;2;Brett Buscher ; ;0;6; ;5;Purdue University; ; ; ; ; ; ; ; ; ; ; 
2000;40;24;1;Brian Boddicker ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2000;24;14,4;1;Brian Morrison ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
2000;20;12;0;Cedrick Banks ; ;0;6; ;5;University of Illinois at Chicago; ; ; ; ; ; ; ; ; ; ; 
2000;87;52,2;4;Chris Daniels ; ;0;6; ;5;University of Georgia; ; ; ; ; ; ; ; ; ; ; 
2000;36;21,6;1;Cliff Hawkins ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
2000;16;9,6;0;Darius Rice ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
2000;90;54;4;Dave Holmes ; ;0;6; ;5;Manhattan College; ; ; ; ; ; ; ; ; ; ; 
2000;59;35,4;2;Demetrius Smith ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2000;83;49,8;4;Derrick Snowden ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2000;71;42,6;3;Dwon Clifton ; ;0;6; ;5;University of North Carolina at Greensboro; ; ; ; ; ; ; ; ; ; ; 
2000;48;28,8;2;Eddie Starks ; ;0;6; ;5;Iona College; ; ; ; ; ; ; ; ; ; ; 
2000;31;18,6;1;Garner Meads ; ;0;6; ;5;Brigham Young University; ; ; ; ; ; ; ; ; ; ; 
2000;99;59,4;4;Gerald Riley ; ;0;6; ;5;Georgetown University; ; ; ; ; ; ; ; ; ; ; 
2000;27;16,2;1;Glen Worley ; ;0;6; ;5;University of Iowa; ; ; ; ; ; ; ; ; ; ; 
2000;39;23,4;1;Herve Lamizana ; ;0;6; ;5;Rutgers University; ; ; ; ; ; ; ; ; ; ; 
2000;18;10,8;0;Imari Sawyer ; ;0;6; ;5;DePaul University; ; ; ; ; ; ; ; ; ; ; 
2000;58;34,8;2;Jake Sullivan ; ;0;6; ;5;Iowa State University; ; ; ; ; ; ; ; ; ; ; 
2000;74;44,4;3;Jeff McMillan ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2000;13;7,8;0;Jerome Harper; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2000;100;60;4;Jimmy Baxter ; ;0;6; ;5;University of South Florida; ; ; ; ; ; ; ; ; ; ; 
2000;79;47,4;3;Johnnie Gilbert ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2000;70;42;3;JueMichael Young ; ;0;6; ;5;Louisiana Tech University; ; ; ; ; ; ; ; ; ; ; 
2000;80;48;3;Keith Triplett ; ;0;6; ;5;University of Toledo; ; ; ; ; ; ; ; ; ; ; 
2000;55;33;2;Kendall Dartez ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2000;63;37,8;3;Kyle Cuffe ; ;0;6; ;5;St. John's University; ; ; ; ; ; ; ; ; ; ; 
2000;78;46,8;3;Liberto Tetimadingar ; ;0;6; ;5;Fordham University; ; ; ; ; ; ; ; ; ; ; 
2000;82;49,2;4;Lou Wright ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2000;45;27;2;Luke Whitehead ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2000;98;58,8;4;Marcus Melvin ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2000;5;3;0;Marcus Taylor ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2000;26;15,6;1;Marcus Toney-El ; ;0;6; ;5;Seton Hall University; ; ; ; ; ; ; ; ; ; ; 
2000;8;4,8;0;Mario Austin ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2000;61;36,6;3;Marvin Lewis ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2000;60;36;2;Matt Lottich ; ;0;6; ;5;Stanford University; ; ; ; ; ; ; ; ; ; ; 
2000;92;55,2;4;Maurice Searight ; ;0;6; ;5;Grambling State University; ; ; ; ; ; ; ; ; ; ; 
2000;57;34,2;2;Maurice Young ; ;0;6; ;5;St. Bonaventure University; ; ; ; ; ; ; ; ; ; ; 
2000;44;26,4;2;Michael Joiner ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2000;95;57;4;Mike Bell ; ;0;6; ;5;Florida Atlantic University; ; ; ; ; ; ; ; ; ; ; 
2000;62;37,2;3;Modibo Diarra ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2000;52;31,2;2;Mohamed Diakite ; ;0;6; ;5;St. John's University; ; ; ; ; ; ; ; ; ; ; 
2000;54;32,4;2;Neil Fingleton ; ;0;6; ;5;College of the Holy Cross; ; ; ; ; ; ; ; ; ; ; 
2000;30;18;1;Nick Anderson ; ;0;6; ;5;Texas A&M University; ; ; ; ; ; ; ; ; ; ; 
2000;77;46,2;3;Nick Smith ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2000;65;39;3;Omar Weaver; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2000;97;58,2;4;Omari Westley ; ;0;6; ;5;Cleveland State University; ; ; ; ; ; ; ; ; ; ; 
2000;94;56,4;4;Patrick Dennehy ; ;0;6; ;5;University of New Mexico; ; ; ; ; ; ; ; ; ; ; 
2000;32;19,2;1;Rickey Paulding ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2000;19;11,4;0;Rolando Howell ; ;0;6; ;5;University of South Carolina; ; ; ; ; ; ; ; ; ; ; 
2000;53;31,8;2;Romain Sato ; ;0;6; ;5;Xavier University; ; ; ; ; ; ; ; ; ; ; 
2000;68;40,8;3;Scooter McFadgon ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2000;38;22,8;1;Scooter Sherrill ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2000;35;21;1;Scott Hazelton ; ;0;6; ;5;University of Rhode Island; ; ; ; ; ; ; ; ; ; ; 
2000;85;51;4;Scott Merritt ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
2000;28;16,8;1;T.J. Cummings ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
2000;10;6;0;Taliek Brown ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
2000;44;26,4;2;Terrence Crawford ; ;0;6; ;5;Oklahoma State University; ; ; ; ; ; ; ; ; ; ; 
2000;89;53,4;4;Timmy Bowers ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2000;76;45,6;3;Tony Stockman ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2000;91;54,6;4;Tory Reed ; ;0;6; ;5;University of North Carolina at Charlotte; ; ; ; ; ; ; ; ; ; ; 
2000;21;12,6;1;Travon Bryant ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2000;73;43,8;3;Wesley Stokes ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
2000;93;55,8;4;Yamar Diene ; ;0;6; ;5;Rice University; ; ; ; ; ; ; ; ; ; ; 
2001;46;27,6;2;Chuck Hayes ; ;0;6; ;5;University of Kentucky; ;2006;2016;11;28,8;2,61818181818182;2; ; ; ; 
2001;15;9;0;Aaron Miles ; ;0;6; ;5;University of Kansas; ;2006;2006;1;0;0;1; ; ; ; 
2001;30;18;1;Alan Anderson ; ;0;6; ;5;Michigan State University; ;2006;2017;12;7,4;,616666666666667;1; ; ; ; 
2001;84;50,4;4;Eddie Basden ; ;0;6; ;5;University of North Carolina at Charlotte; ;2006;2006;1;,2;,2;1; ; ; ; 
2001;11;6,6;0;Jawad Williams ; ;0;6; ;5;University of North Carolina; ;2009;2011;3;,5;,166666666666667;1; ; ; ; 
2001;65;39;3;Josh Powell ; ;0;6; ;5;North Carolina State University; ;2006;2014;9;2,5;,277777777777778;1; ; ; ; 
2001;91;54,6;4;Keith Langford ; ;0;6; ;5;University of Kansas; ;2008;2008;1;0;0;1; ; ; ; 
2001;54;32,4;2;Will Bynum ; ;0;6; ;5;Georgia Institute of Technology; ;2006;2015;10;7;,7;1; ; ; ; 
2001;19;11,4;0;Cedric Bozeman ; ;0;6; ;5;University of California, Los Angeles; ;2007;2007;1;-,3;-,3;0; ; ; ; 
2001;62;37,2;3;Roger Powell ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ;2007;2007;1;-,1;-,1;0; ; ; ; 
2001;93;55,8;4;Jason Clark ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
2001;42;25,2;2;Julian Sensley ; ;0;6; ;5;University of Hawaii; ; ; ; ; ; ; ; ; ; ; 
2001;82;49,2;4;Taurance Johnson ; ;0;6; ;5;Florida International University; ; ; ; ; ; ; ; ; ; ; 
2001;39;23,4;1;Andre Patterson ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2001;76;45,6;3;Anthony Rice ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2001;27;16,2;1;Anthony Richardson ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2001;72;43,2;3;Anthony Vasser; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2001;97;58,2;4;B.J. Elder ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2001;36;21,6;1;Billy Edelin ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2001;44;26,4;2;Brandon Bender ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2001;45;27;2;Brandon Fuss-Cheatham ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2001;98;58,8;4;Carl Krauser ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2001;12;7,2;0;Carlos Hurt ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2001;48;28,8;2;Charles Frederick ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
2001;56;33,6;2;Chey Christie ; ;0;6; ;5;Clemson University; ; ; ; ; ; ; ; ; ; ; 
2001;95;57;4;Chris Hernandez ; ;0;6; ;5;Stanford University; ; ; ; ; ; ; ; ; ; ; 
2001;34;20,4;1;Chris Thomas ; ;0;6; ;5;University of Notre Dame; ; ; ; ; ; ; ; ; ; ; 
2001;79;47,4;3;Craig Forth ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2001;31;18,6;1;Dennis Latimore ; ;0;6; ;5;University of Notre Dame; ; ; ; ; ; ; ; ; ; ; 
2001;89;53,4;4;Derek Stribling ; ;0;6; ;5;Tennessee Technological University; ; ; ; ; ; ; ; ; ; ; 
2001;43;25,8;2;Dommanic Ingerson ; ;0;6; ;5;University of San Francisco; ; ; ; ; ; ; ; ; ; ; 
2001;67;40,2;3;Duane John ; ;0;6; ;5;New Mexico State University; ; ; ; ; ; ; ; ; ; ; 
